"","Name","City","State","Enrollment","Private","Region","Adm_Rate","ACT_median","ACT_Q1","ACT_Q3","Cost","Net_Tuition","Avg_Fac_Salary","PercentFemale","PercentWhite","PercentBlack","PercentHispanic","PercentAsian","FourYearComp_Males","FourYearComp_Females","Debt_median","Salary10yr_median"
"1469","University of Rhode Island","Kingston","RI",13743,"Public","New England",0.6948,24,21,21,29018,13880,85392,0.5947167188,0.866399993896484,0.043600001335144,0.0709999990463257,0.0267000007629394,0.594298245614,0.650680876258,18500,52900
"1470","University of Richmond","University of Richmond","VA",3215,"Private","South East",0.3017,32,30,30,64785,26089,114057,0.5490909091,0.815400009155273,0.121999998092651,0.0377999997138977,0.0311999988555908,0.795811518325,0.832653061224,19000,64500
"1471","University of Rochester","Rochester","NY",6348,"Private","Mid East",0.2942,32,30,30,70108,22774,114858,0.5490993608,0.837300033569336,0.0715999984741211,0.0690000009536743,0.0405999994277954,0.780973451327,0.838649155722,19000,61200
"1472","University of Saint Francis-Fort Wayne","Fort Wayne","IN",1774,"Private","Great Lakes",0.9342,21,18,18,37939,16278,59670,0.7222715173,0.913899993896484,0.0465000009536743,0.0320000004768371,0.0094999998807907,0.45625,0.562200956938,18180,40400
"1474","University of Saint Mary","Leavenworth","KS",732,"Private","Plains",0.6135,21,19,19,39819,14174,56304,0.5247524752,0.795699996948242,0.111700000762939,0.0939000034332275,0.0180999994277954,0.403846153846,0.597222222222,15500,38500
"1475","University of San Diego","San Diego","CA",5760,"Private","Far West",0.5292,28,25,25,64732,29223,110556,0.5730088496,0.7325,0.043600001335144,0.18579999923706,0.0888000011444091,0.717948717949,0.796257796258,20500,60000
"1476","University of San Francisco","San Francisco","CA",6661,"Private","Far West",0.6455,26,23,23,65185,28022,111411,0.6755368814,0.622799987792968,0.063600001335144,0.172999992370605,0.170200004577636,0.677184466019,0.703753351206,20000,62300
"1478","University of Scranton","Scranton","PA",3624,"Private","Mid East",0.7319,26,23,23,59656,21654,92628,0.5661129568,0.892099990844726,0.0444000005722045,0.0505999994277954,0.0297000002861022,0.742937853107,0.745867768595,25949,57500
"1479","University of Sioux Falls","Sioux Falls","SD",1268,"Private","Plains",0.9125,23,20,20,39234,11334,56745,0.6408544726,0.938000030517578,0.0125999999046325,0.0249000000953674,0.0088999998569488,0.414772727273,0.528138528139,16500,40100
"1480","University of South Alabama","Mobile","AL",10035,"Public","South East",0.7931,24,21,21,19835,9364,65151,0.6229367631,0.714300003051757,0.246800003051757,0.0170000004768371,0.0146000003814697,0.292662116041,0.386730424387,16750,37800
"1481","University of South Carolina-Columbia","Columbia","SC",26300,"Public","South East",0.6306,28,25,25,26841,13541,96696,0.5560063937,0.713799972534179,0.244200000762939,0.0281999993324279,0.0157000005245208,0.615942028986,0.702415063447,19000,44900
"1482","University of South Carolina-Upstate","Spartanburg","SC",5403,"Public","South East",0.5719,20,17,17,23484,6512,62028,0.6846673095,0.728000030517578,0.235599994659423,0.0272000002861022,0.0121000003814697,0.404929577465,0.51012536162,15000,36900
"1483","University of South Carolina Aiken","Aiken","SC",3019,"Public","South East",0.5095,20,17,17,22106,6189,62280,0.6561004785,0.650299987792968,0.316900005340576,0.0240000009536743,0.0085000002384185,0.280821917808,0.37687366167,14000,37100
"1484","University of South Carolina Beaufort","Bluffton","SC",2040,"Public","South East",0.6328,20,17,17,23493,6555,66159,0.7092476489,0.671900024414062,0.280599994659423,0.0534000015258789,0.0087999999523162,0.335106382979,0.335092348285,12000,36800
"1485","University of South Dakota","Vermillion","SD",6228,"Public","Plains",0.858,23,20,20,21622,8338,71055,0.6341711957,0.924499969482422,0.0105999994277954,0.0234999990463256,0.0089999997615814,0.412942989214,0.484641638225,16879,42000
"1486","University of South Florida-Main Campus","Tampa","FL",31321,"Public","South East",0.4263,28,25,25,20456,6658,91512,0.605735746,0.806900024414062,0.118199996948242,0.115100002288818,0.0208999991416931,0.546160483175,0.637690223056,15500,43500
"1489","University of Southern California","Los Angeles","CA",19548,"Private","Far West",0.1296,32,30,30,72097,37039,132408,0.5540647198,0.643300018310547,0.0634000015258789,0.233700008392334,0.128500003814697,0.826797385621,0.886204208885,18500,74000
"1490","University of Southern Indiana","Evansville","IN",7369,"Public","Great Lakes",0.9458,22,19,19,18952,5639,65727,0.6409277745,0.918600006103515,0.0557000017166137,0.0183000004291534,0.0063999998569488,0.343352601156,0.421722846442,13250,37000
"1491","University of Southern Maine","Portland","ME",5281,"Public","New England",0.8543,22,19,19,19385,8097,79155,0.6078147612,0.957600021362304,0.0105999994277954,0.0125999999046325,0.0114999997615814,0.357836338419,0.442452830189,14084,38700
"1492","University of Southern Mississippi","Hattiesburg","MS",11834,"Public","South East",0.9788,22,19,19,22281,6573,69399,0.6505441354,0.680999984741211,0.289799995422363,0.0183000004291534,0.0099000000953674,0.354118552733,0.430315789474,15000,36400
"1493","University of St Francis","Joliet","IL",1590,"Private","Great Lakes",0.4678,23,20,20,40305,13217,70425,0.6448467967,0.820999984741211,0.103500003814697,0.0843000030517578,0.0217000007629394,0.557823129252,0.643533123028,20280,53100
"1494","University of St Thomas","Saint Paul","MN",6344,"Private","Plains",0.8039,27,24,24,52824,19793,94941,0.4880410023,0.900699996948242,0.0335999989509582,0.03,0.0294000005722045,0.645896656535,0.690031152648,21460,56800
"1495","University of St Thomas","Houston","TX",1909,"Private","South West",0.8224,24,22,22,43207,16842,68463,0.7171052632,0.660500030517578,0.137600002288818,0.266900005340576,0.0580000019073486,0.361904761905,0.559139784946,16750,49600
"1496","University of the Cumberlands","Williamsburg","KY",2408,"Private","South East",0.733,23,20,20,35748,9038,46737,0.5649847095,0.917099990844726,0.05,0.025,0.0087000000476837,0.270700636943,0.45643153527,9734,35100
"1498","University of the Incarnate Word","San Antonio","TX",5312,"Private","South West",0.8794,20,17,17,41978,17636,74799,0.6407207207,0.724499969482422,0.0678999996185302,0.467299995422363,0.0190999996662139,0.391304347826,0.465158371041,23000,46500
"1500","University of the Pacific","Stockton","CA",3665,"Private","Far West",0.6348,26,22,22,60487,32936,95283,0.5901386749,0.640699996948242,0.0559000015258789,0.201000003814697,0.138000001907348,0.616,0.630071599045,18750,71700
"1501","University of the Sciences","Philadelphia","PA",1225,"Private","Mid East",0.6327,26,23,23,58113,27115,72468,0.6235294118,0.812399978637695,0.0960000038146972,0.053600001335144,0.0509999990463256,0.71676300578,0.696498054475,26999,91600
"1504","University of Toledo","Toledo","OH",14893,"Public","Great Lakes",0.9365,23,20,20,23625,10533,80487,0.5252525253,0.830500030517578,0.127799997329711,0.0299000000953674,0.0116999995708465,0.347599164927,0.384768541563,13000,43800
"1505","University of Tulsa","Tulsa","OK",3246,"Private","South West",0.4077,29,25,25,56906,19087,95076,0.4942084942,0.799100036621093,0.0707999992370605,0.0707999992370605,0.0199000000953674,0.565217391304,0.642458100559,16000,48500
"1506","University of Utah","Salt Lake City","UT",23396,"Public","Rocky Mountains",0.6686,26,22,22,20422,12004,96543,0.5055296857,0.884000015258789,0.0124000000953674,0.0911999988555908,0.0232999992370605,0.488725065048,0.505192107996,13200,53000
"1508","University of Vermont","Burlington","VT",10612,"Public","New England",0.6756,29,26,26,32825,24913,91845,0.6014972646,0.915299987792968,0.0298000001907348,0.0357999992370605,0.0228999996185302,0.672,0.704130643612,17352,47300
"1509","University of Virginia-Main Campus","Charlottesville","VA",16405,"Public","South East",0.2643,32,30,30,32213,21371,128502,0.5454545455,0.757300033569336,0.151499996185302,0.0519999980926513,0.0465999984741211,0.863157894737,0.905982905983,15500,61200
"1510","University of Washington-Bothell Campus","Bothell","WA",5363,"Public","Far West",0.7935,23,19,19,22125,3266,97659,0.5746355424,0.779899978637695,0.0446999979019165,0.066100001335144,0.0860000038146972,0.715261181291,0.761327561328,12750,57700
"1511","University of Washington-Seattle Campus","Seattle","WA",30905,"Public","Far West",0.4869,30,27,27,25275,17912,117774,0.5746355424,0.779899978637695,0.0446999979019165,0.066100001335144,0.0860000038146972,0.715261181291,0.761327561328,12750,57700
"1512","University of Washington-Tacoma Campus","Tacoma","WA",4530,"Public","Far West",0.8556,20,16,16,21570,3776,91269,0.5746355424,0.779899978637695,0.0446999979019165,0.066100001335144,0.0860000038146972,0.715261181291,0.761327561328,12750,57700
"1513","University of West Alabama","Livingston","AL",2152,"Public","South East",0.3966,21,18,18,20692,7929,58149,0.5577586207,0.554900016784668,0.424799995422363,0.0171000003814697,0.0040000000596046,0.227272727273,0.2421875,14250,37400
"1514","University of West Georgia","Carrollton","GA",10448,"Public","South East",0.5819,20,18,18,22518,6794,57879,0.6435541859,0.715100021362304,0.236000003814697,0.0394000005722045,0.0153999996185302,0.305443548387,0.430962343096,13802,38200
"1515","University of Wisconsin-Eau Claire","Eau Claire","WI",10485,"Public","Great Lakes",0.7796,24,21,21,19581,7144,69003,0.644375324,0.944700012207031,0.0122000002861022,0.0172000002861022,0.0180999994277954,0.587544065805,0.63670694864,15063,46200
"1516","University of Wisconsin-Green Bay","Green Bay","WI",6576,"Public","Great Lakes",0.7858,22,19,19,18408,5170,59949,0.6803966438,0.932900009155273,0.0120000004768371,0.0232999992370605,0.015,0.441117764471,0.497674418605,13000,40800
"1517","University of Wisconsin-La Crosse","La Crosse","WI",9517,"Public","Great Lakes",0.7065,25,23,23,17213,7092,64440,0.5774361949,0.944700012207031,0.0147000002861022,0.021800000667572,0.015900000333786,0.623261694058,0.651223776224,17500,48000
"1518","University of Wisconsin-Madison","Madison","WI",30360,"Public","Great Lakes",0.5173,30,27,27,25497,13471,111150,0.5311327832,0.894599990844726,0.0434999990463256,0.0379999995231628,0.0271000003814697,0.755591925805,0.804788213628,18750,56200
"1519","University of Wisconsin-Milwaukee","Milwaukee","WI",21027,"Public","Great Lakes",0.7403,22,19,19,22226,8435,76860,0.56415828,0.845299987792968,0.0963000011444091,0.0432000017166137,0.0195000004768371,0.384454659423,0.392526690391,16534,44200
"1521","University of Wisconsin-Oshkosh","Oshkosh","WI",10749,"Public","Great Lakes",0.7084,22,19,19,18612,5558,65484,0.6097161572,0.938899993896484,0.0166999995708465,0.0216000008583068,0.0155999994277954,0.456292026897,0.507491856678,16750,42700
"1522","University of Wisconsin-Parkside","Kenosha","WI",3978,"Public","Great Lakes",0.6712,21,18,18,16329,4919,59184,0.5664477009,0.812699966430664,0.117200002670288,0.073600001335144,0.0133000004291534,0.315196998124,0.34775374376,14000,39900
"1523","University of Wisconsin-Platteville","Platteville","WI",7786,"Public","Great Lakes",0.8236,23,20,20,18553,6653,61605,0.3766723842,0.951699981689453,0.0167999994754791,0.0196000003814697,0.01,0.465240641711,0.536193029491,16500,47300
"1524","University of Wisconsin-River Falls","River Falls","WI",5570,"Public","Great Lakes",0.7507,23,20,20,19471,6200,69237,0.6388333999,0.937600021362304,0.0180999994277954,0.0186000001430511,0.0178999996185302,0.485493230174,0.594470046083,14250,40900
"1525","University of Wisconsin-Stevens Point","Stevens Point","WI",8161,"Public","Great Lakes",0.8329,22,19,19,18368,6226,61029,0.5432506887,0.945800018310547,0.0130999994277954,0.0191999995708465,0.0154999995231628,0.549351944167,0.57546337158,15760,40200
"1526","University of Wisconsin-Stout","Menomonie","WI",7445,"Public","Great Lakes",0.9011,23,20,20,19477,6316,64737,0.475708502,0.942399978637695,0.0154999995231628,0.0173000001907348,0.0175,0.458557588805,0.566591422122,15750,45100
"1527","University of Wisconsin-Superior","Superior","WI",2191,"Public","Great Lakes",0.776,22,19,19,18421,6129,58284,0.6422764228,0.934000015258789,0.0095999997854232,0.0125,0.0086000001430511,0.365517241379,0.410501193317,15250,36700
"1528","University of Wisconsin-Whitewater","Whitewater","WI",11045,"Public","Great Lakes",0.7578,22,19,19,17576,6986,67752,0.5143684562,0.90120002746582,0.0540999984741211,0.0359999990463256,0.013400000333786,0.501270110076,0.597014925373,18250,42600
"1529","University of Wyoming","Laramie","WY",9854,"Public","Rocky Mountains",0.9603,25,22,22,19777,6084,88614,0.5437196391,0.908300018310547,0.0150999999046325,0.0717000007629394,0.0112000000476837,0.406962785114,0.494796594134,12500,47300
"1530","Upper Iowa University","Fayette","IA",3524,"Private","Plains",0.5047,21,18,18,44206,9677,53235,0.6772853186,0.841999969482422,0.0986999988555908,0.0453000020980835,0.0182000005245208,0.305084745763,0.365095285858,17504,42900
"1532","Ursinus College","Collegeville","PA",1406,"Private","Mid East",0.7087,26,23,23,65942,18792,80037,0.5327868852,0.846999969482422,0.0885999965667724,0.0392000007629394,0.0322000002861023,0.718562874251,0.820224719101,27000,55200
"1535","Utah State University","Logan","UT",21658,"Public","Rocky Mountains",0.8905,25,21,21,18531,6483,82926,0.5495908753,0.905599975585937,0.0085000002384185,0.0696000003814697,0.0166999995708465,0.39356884058,0.386018237082,8750,43200
"1538","Valdosta State University","Valdosta","GA",8404,"Public","South East",0.626,21,19,19,20699,6176,59859,0.6277355962,0.679100036621093,0.271399993896484,0.0398000001907348,0.0155999994277954,0.219444444444,0.279470198675,15750,38700
"1539","Valley City State University","Valley City","ND",1006,"Public","Plains",0.737,21,18,18,17987,6134,53694,0.5350877193,0.916399993896484,0.0300999999046325,0.0383999991416931,0.0066000002622604,0.313725490196,0.51968503937,11897,39300
"1540","Valparaiso University","Valparaiso","IN",3170,"Private","Great Lakes",0.8931,26,23,23,51215,15375,68508,0.571043771,0.865100021362304,0.0709999990463257,0.0578000020980835,0.0221000003814697,0.68580060423,0.688725490196,21500,48500
"1541","Vanderbilt University","Nashville","TN",6840,"Private","South East",0.0961,34,33,33,67392,25678,124893,0.5281124498,0.79120002746582,0.131800003051757,0.0644999980926513,0.0323000001907348,0.886287625418,0.914383561644,13000,69000
"1542","Vanguard University of Southern California","Costa Mesa","CA",1842,"Private","Far West",0.4017,20,17,17,44768,16707,74826,0.6605769231,0.698099975585937,0.0399000000953674,0.254599990844726,0.083100004196167,0.536036036036,0.563245823389,18000,41800
"1543","Vassar College","Poughkeepsie","NY",2436,"Private","Mid East",0.2458,32,31,31,70900,28258,109287,0.5671232877,0.8,0.0852000045776367,0.0897999954223632,0.051100001335144,0.914285714286,0.908108108108,17000,54600
"1545","Villanova University","Villanova","PA",6819,"Private","Mid East",0.2922,32,30,30,68057,28878,100485,0.5794684732,0.843000030517578,0.0740999984741211,0.0625,0.045,0.813559322034,0.779197080292,25000,77900
"1546","Virginia Commonwealth University","Richmond","VA",22497,"Public","South East",0.8625,25,21,21,30452,12367,83754,0.6243783971,0.691999969482422,0.232800006866455,0.0409999990463256,0.0346000003814697,0.535188216039,0.627510420614,18750,44000
"1547","Virginia Military Institute","Lexington","VA",1685,"Public","South East",0.513,27,24,24,30600,14914,72729,0.1434108527,0.824300003051757,0.114600000381469,0.0430999994277954,0.0247000002861022,0.720930232558,0.677419354839,19000,65700
"1548","Virginia Polytechnic Institute and State University","Blacksburg","VA",27730,"Public","South East",0.6485,28,25,25,26240,14364,104940,0.4649326521,0.809300003051757,0.117700004577636,0.0395000004768371,0.0373000001907348,0.730070635721,0.832191780822,20500,62500
"1549","Virginia State University","Petersburg","VA",3986,"Public","South East",0.9109,18,15,15,22581,5733,66141,0.5609447491,0.486199989318847,0.423600006103515,0.0730999994277954,0.0276999998092651,0.300824175824,0.397345132743,19416,35200
"1550","Virginia Union University","Richmond","VA",1132,"Private","South East",0.4375,17,15,15,30864,11883,45126,0.5431472081,0.447700004577636,0.447000007629394,0.0957999992370605,0.0281999993324279,0.263392857143,0.339483394834,17333,32000
"1551","Virginia Wesleyan University","Virginia Beach","VA",1302,"Private","South East",0.7041,23,21,21,49558,16089,74610,0.6270136307,0.722200012207031,0.205699996948242,0.0383999991416931,0.0330999994277954,0.421383647799,0.503401360544,15750,40700
"1552","Viterbo University","La Crosse","WI",1709,"Private","Great Lakes",0.758,24,21,21,38690,14187,59949,0.7528216704,0.946500015258789,0.0137999999523162,0.0169000005722045,0.0171000003814697,0.519083969466,0.602977667494,20500,43200
"1558","Waldorf University","Forest City","IA",2554,"Private","Plains",0.7544,20,17,17,33399,7199,46629,0.4436987323,0.904400024414062,0.0451000022888183,0.0440999984741211,0.0138999998569488,0.350649350649,0.432926829268,12000,37800
"1559","Walla Walla University","College Place","WA",1604,"Private","Far West",0.5077,24,20,20,37494,17804,48465,0.5194029851,0.829899978637695,0.0272000002861022,0.121400003433227,0.029300000667572,0.333333333333,0.474747474747,21000,46400
"1561","Walsh University","North Canton","OH",1826,"Private","Great Lakes",0.778,23,19,19,41383,12313,54306,0.612244898,0.905500030517578,0.0690999984741211,0.0147000002861022,0.0074000000953674,0.434977578475,0.590529247911,22249,43500
"1562","Warner University","Lake Wales","FL",896,"Private","South East",0.3539,19,16,16,34001,11900,47412,0.4591549296,0.782399978637695,0.13329999923706,0.125,0.0136000001430511,0.314516129032,0.443349753695,15864,38600
"1563","Warren Wilson College","Swannanoa","NC",635,"Private","South East",0.8559,25,21,21,49588,14350,52866,0.6433121019,0.845400009155273,0.0905000019073486,0.0492999982833862,0.024300000667572,0.515151515152,0.507575757576,14459,25600
"1564","Wartburg College","Waverly","IA",1468,"Private","Plains",0.7571,23,20,20,51820,15457,60237,0.5414110429,0.944300003051757,0.0240000009536743,0.0242000007629394,0.0098000001907348,0.605555555556,0.733990147783,21500,45400
"1567","Washington Adventist University","Takoma Park","MD",836,"Private","Mid East",0.5194,17,14,14,32746,14910,49167,0.7209302326,0.472200012207031,0.375200004577636,0.132200002670288,0.0530999994277954,0.141304347826,0.108695652174,25000,42600
"1570","Washington State University","Pullman","WA",25675,"Public","Far West",0.7719,23,20,20,25267,9648,88992,0.5742963356,0.842900009155273,0.0225,0.0786999988555908,0.0426999998092651,0.519776440241,0.567338282078,14750,50600
"1571","Washington University in St Louis","Saint Louis","MO",7356,"Private","Plains",0.1503,34,32,32,71975,26447,134640,0.5342465753,0.797300033569336,0.110299997329711,0.0644000005722046,0.0453000020980835,0.913333333333,0.893687707641,14781,70100
"1572","Wayland Baptist University","Plainview","TX",3169,"Private","South West",0.9804,19,16,16,30334,10382,47745,0.5776031434,0.729800033569336,0.0690000009536743,0.297199993133544,0.024300000667572,0.272200772201,0.4,13420,41300
"1574","Wayne State University","Detroit","MI",17114,"Public","Great Lakes",0.7115,24,21,21,23848,11202,95598,0.5950972105,0.580900001525879,0.357299995422363,0.0278999996185302,0.0216000008583068,0.32,0.326834862385,17250,40800
"1575","Waynesburg University","Waynesburg","PA",1322,"Private","Mid East",0.9145,22,19,19,34791,12116,62784,0.5691906005,0.92870002746582,0.0503000020980835,0.0107000005245208,0.0073000001907348,0.573099415205,0.620071684588,22500,45300
"1576","Webber International University","Babson Park","FL",613,"Private","South East",0.4012,19,17,17,39973,12384,41265,0.3461988304,0.765699996948242,0.154300003051757,0.106599998474121,0.0148000001907348,0.252631578947,0.394444444444,9500,37200
"1577","Webster University","Saint Louis","MO",2958,"Private","Plains",0.5614,24,21,21,42492,16848,78174,0.6043878273,0.827600021362304,0.122700004577636,0.0317000007629394,0.0198000001907348,0.528610354223,0.572834645669,17947,42300
"1579","Wells College","Aurora","NY",463,"Private","Mid East",0.7871,25,21,21,54710,13832,63108,0.653250774,0.820100021362304,0.0947999954223632,0.0648000001907348,0.0303999996185302,0.514285714286,0.618320610687,20000,35100
"1580","Wentworth Institute of Technology","Boston","MA",4254,"Private","New England",0.7604,25,22,22,50348,18575,78687,0.2059347181,0.879499969482422,0.0476000022888183,0.0455999994277954,0.0296000003814697,0.569155446756,0.653846153846,20000,65100
"1581","Wesley College","Dover","DE",1163,"Private","Mid East",0.6182,18,15,15,40607,14819,49041,0.523364486,0.737699966430664,0.197199993133544,0.0503999996185302,0.0234999990463256,0.187074829932,0.317269076305,16000,42900
"1584","West Chester University of Pennsylvania","West Chester","PA",14249,"Public","Mid East",0.7444,24,21,21,25586,9999,88038,0.6078871433,0.849100036621093,0.0980000019073486,0.031800000667572,0.0259999990463256,0.4864,0.591282051282,19000,48400
"1590","West Liberty University","West Liberty","WV",1994,"Public","South East",0.6936,20,17,17,20933,6372,59868,0.6127744511,0.945800018310547,0.0334999990463256,0.0104999995231628,0.0068999999761581,0.257525083612,0.396946564885,16000,36400
"1591","West Texas A & M University","Canyon","TX",7368,"Public","South West",0.6488,22,19,19,20269,7066,69003,0.6003377428,0.801100006103515,0.0463000011444091,0.229400005340576,0.0136000001430511,0.333769633508,0.503342884432,13008,42700
"1592","West Virginia State University","Institute","WV",1781,"Public","South East",0.9439,20,17,17,17397,4590,53028,0.5362445415,0.860299987792968,0.106499996185302,0.0176999998092651,0.0095999997854232,0.281954887218,0.390243902439,12100,29800
"1593","West Virginia University","Morgantown","WV",20499,"Public","South East",0.8161,24,21,21,21278,13773,91107,0.5012559027,0.915100021362304,0.0482000017166137,0.0196000003814697,0.0166999995708465,0.401859847227,0.491202872531,14708,45800
"1594","West Virginia University Institute of Technology","Beckley","WV",1295,"Public","South East",0.6065,24,21,21,17166,9805,65331,0.5012559027,0.891299972534179,0.0814000034332275,0.015,0.0079000002145767,0.401859847227,0.491202872531,14708,45800
"1595","West Virginia Wesleyan College","Buckhannon","WV",1176,"Private","South East",0.7017,22,19,19,44409,11806,53559,0.5723172628,0.919800033569336,0.0478999996185302,0.0199000000953674,0.0126999998092651,0.323232323232,0.455958549223,19136,43600
"1597","Western Carolina University","Cullowhee","NC",9835,"Public","South East",0.3966,23,20,20,21341,6205,70443,0.5731678205,0.842399978637695,0.105600004196167,0.0350999999046325,0.0117999994754791,0.527718550107,0.594641313742,15878,37700
"1598","Western Colorado University","Gunnison","CO",1940,"Public","Rocky Mountains",0.8891,22,19,19,23409,10527,60849,0.4164733179,0.870800018310547,0.0296000003814697,0.111800003051757,0.0199000000953674,0.391304347826,0.51256281407,12000,39000
"1601","Western Illinois University","Macomb","IL",6754,"Public","Great Lakes",0.5878,21,18,18,25686,7090,81396,0.5614960441,0.859300003051757,0.0773999977111816,0.0601999998092651,0.0229999995231628,0.469180565627,0.511434511435,18661,43200
"1602","Western Kentucky University","Bowling Green","KY",13959,"Public","South East",0.9721,24,20,20,20365,8365,66816,0.6025347381,0.891800003051757,0.0773000001907348,0.0197000002861022,0.0082999998331069,0.303945745993,0.393112701252,14250,34700
"1603","Western Michigan University","Kalamazoo","MI",17519,"Public","Great Lakes",0.811,23,20,20,24825,12648,89748,0.5443729003,0.874899978637695,0.0723999977111816,0.0316000008583068,0.0182000005245208,0.458413926499,0.530474040632,20250,45000
"1604","Western New England University","Springfield","MA",2746,"Private","New England",0.8537,25,22,22,50234,20304,84465,0.3827247191,0.898000030517578,0.0419999980926513,0.0496999979019165,0.0200999999046325,0.524838012959,0.699088145897,19500,54900
"1607","Western Washington University","Bellingham","WA",15071,"Public","Far West",0.8766,26,22,22,23171,7734,90207,0.6000439271,0.847900009155273,0.0230999994277954,0.0559999990463256,0.0505000019073486,0.574620196604,0.631711939356,14784,45800
"1608","Westfield State University","Westfield","MA",5110,"Public","New England",0.8605,23,20,20,22566,8470,84987,0.5586770982,0.897900009155273,0.0328999996185302,0.0594999980926513,0.0189999997615814,0.555900621118,0.636103151862,16750,46100
"1609","Westminster College","Fulton","MO",712,"Private","Plains",0.9446,23,20,20,39961,9358,58797,0.4555555556,0.896600036621093,0.0598000001907348,0.0222000002861022,0.0128999996185302,0.413533834586,0.545454545455,18875,42700
"1610","Westminster College","New Wilmington","PA",1173,"Private","Mid East",0.6642,23,20,20,48615,11949,61920,0.4925619835,0.933799972534179,0.0432999992370605,0.0115999996662139,0.0075999999046325,0.625954198473,0.676300578035,21375,43200
"1611","Westminster College","Salt Lake City","UT",1946,"Private","Rocky Mountains",0.9292,24,21,21,45119,18393,76374,0.609394314,0.883899993896484,0.0126999998092651,0.0931999969482422,0.0232999992370605,0.540178571429,0.618181818182,16750,49800
"1612","Westmont College","Santa Barbara","CA",1266,"Private","Far West",0.6241,27,23,23,60930,21257,70344,0.6036217304,0.764199981689453,0.0298000001907348,0.185900001525878,0.0721000003814697,0.677083333333,0.729559748428,18783,51400
"1613","Wheaton College","Wheaton","IL",2364,"Private","Great Lakes",0.8265,30,27,27,47644,20289,83421,0.527700831,0.861299972534179,0.0503000020980835,0.0665000009536743,0.0386999988555908,0.753694581281,0.878640776699,20100,48400
"1614","Wheaton College","Norton","MA",1750,"Private","New England",0.6984,29,27,27,65517,19984,84231,0.6357927786,0.868099975585937,0.0567000007629394,0.0546000003814697,0.0281999993324279,0.722222222222,0.790476190476,23000,47600
"1615","Wheeling University","Wheeling","WV",820,"Private","South East",0.8634,22,19,19,39647,14928,54261,0.5320512821,0.933199996948242,0.0423000001907348,0.0130999994277954,0.0085000002384185,0.462121212121,0.507614213198,17910,46200
"1616","Whitman College","Walla Walla","WA",1446,"Private","Far West",0.5015,30,27,27,64504,32756,85374,0.6171617162,0.831699981689453,0.0290000009536743,0.0751000022888183,0.0571999979019165,0.731343283582,0.838383838384,14787,51300
