"","Claim_Number","Year","Month","Day","Airline_Name","Airport_Code","Claim_Type","Claim_Site","Item","Claim_Amount","Status","Close_Amount"
"8655","2004100000000",2004,6,"20 00:00:00","American West","PHX","Passenger Property Loss","Checked Baggage","Luggage (all types including footlockers)",10.06,"Approved",10.06
"26157","2005100000000",2005,7,"26 00:00:00","UAL","JFK","Passenger Property Loss","Checked Baggage","Jewelry - Fine",1466.41,"Denied",0
"25828","2005090000000",2005,6,"22 00:00:00","Continental Airlines","FLL","Property Damage","Checked Baggage","Luggage (all types including footlockers)",109,"Denied",0
"24910","2005090000000",2005,8,"06 00:00:00","UAL","LIH","Property Damage","Checked Baggage","Luggage (all types including footlockers)",75,"Approved",75
"24212","2005080000000",2005,8,"11 00:00:00","American Airlines","DFW","Passenger Property Loss","Checked Baggage","Jewelry - Fine",12000,"Denied",0
"9479","2004110000000",2004,7,"18 00:00:00","USAir","PIT","Property Damage","Checked Baggage","Other",73.95,"Denied",0
"19195","2005050000000",2005,4,"19 00:00:00","UAL","DEN","Property Damage","Checked Baggage","Other",110,"Denied",0
"19897","2005050000000",2005,5,"07 00:00:00","Delta Air Lines","ATL","Passenger Property Loss","Checked Baggage","Cosmetics - Perfume; toilet articles; medicines; soaps; etc.",130,"Denied",0
"25523","2005090000000",2005,5,"15 00:00:00","Northwest Airlines","MSP","Passenger Property Loss","Checked Baggage","Other",61.95,"Denied",0
"24563","2005080000000",2005,7,"03 00:00:00","American Airlines","DFW","Property Damage","Checked Baggage","Other",89,"Denied",0
"18025","2005040000000",2005,2,"19 00:00:00","American Airlines","LAX","Passenger Property Loss","Checked Baggage","Other",6298.17,"Denied",0
"16179","2005030000000",2005,3,"07 00:00:00","Delta Air Lines","SAT","Passenger Property Loss","Checked Baggage","Medicines",4200,"Settled",250
"9138","2004090000000",2004,8,"05 00:00:00","Spirit Airlines","ORD","Property Damage","Checkpoint","Eyeglasses - (including contact lenses)",500,"Settled",475
"29757","2006010000000",2005,12,"08 00:00:00","Southwest Airlines","MCO","Property Damage","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",360,"Denied",0
"12369","2005010000000",2004,2,"13 00:00:00","Other","LGA","Passenger Property Loss","Checked Baggage","Other",994.75,"Denied",0
"3741","2004050000000",2004,4,"23 00:00:00","USAir","MHT","Property Damage","Checked Baggage","Other",29.95,"Approved",29.95
"21132","2005060000000",2005,5,"14 00:00:00","Hawaiian Airlines","HNL","Property Damage","Checked Baggage","Luggage (all types including footlockers)",62.28,"Approved",62.28
"20808","2005060000000",2005,5,"20 00:00:00","American Airlines","RDU","Property Damage","Checked Baggage","Luggage (all types including footlockers)",100,"Denied",0
"18539","2005040000000",2005,3,"10 00:00:00","American Airlines","ORD","Property Damage","Checked Baggage","Luggage (all types including footlockers)",192.27,"Denied",0
"21938","2005070000000",2005,6,"22 00:00:00","Northwest Airlines","MEM","Property Damage","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",136.92,"Denied",0
"12610","2005030000000",2004,11,"27 00:00:00","Independence Air","CAE","Passenger Property Loss","Checked Baggage","Other",50,"Approved",50
"994","2005040000000",2004,12,"24 00:00:00","Southwest Airlines","RDU","Property Damage","Checked Baggage","Luggage (all types including footlockers)",40,"Denied",0
"27065","2005100000000",2005,10,"10 00:00:00","Delta Air Lines","ORF","Passenger Property Loss","Checked Baggage","Locks",12.95,"Approved",12.95
"2402","2004060000000",2004,3,"21 00:00:00","American Airlines","JFK","Property Damage","Checked Baggage","Locks",250,"Denied",0
"7998","2004090000000",2004,7,"28 00:00:00","Jet Blue","JFK","Passenger Property Loss","Checked Baggage","Other",5000,"Denied",0
"25840","2005090000000",2005,5,"14 00:00:00","USAir","PBI","Passenger Property Loss","Checkpoint","Other",880,"Denied",0
"6722","2004080000000",2004,6,"18 00:00:00","Southwest Airlines","PVD","Passenger Property Loss","Checkpoint","Other",51.6,"Denied",0
"7054","2004080000000",2004,6,"25 00:00:00","Continental Airlines","EWR","Passenger Property Loss","Checked Baggage","Computer - Laptop",5140,"Settled",140
"13195","2005010000000",2004,11,"26 00:00:00","Continental Airlines","EWR","Property Damage","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",750,"Denied",0
"12087","2004120000000",2004,10,"07 00:00:00","UAL","PHX","Property Damage","Checked Baggage","Luggage (all types including footlockers)",24.95,"Approved",24.95
"22090","2005070000000",2005,7,"01 00:00:00","American Airlines","MIA","Passenger Property Loss","Checkpoint","Luggage (all types including footlockers)",12.99,"Denied",0
"20949","2005060000000",2005,5,"12 00:00:00","Continental Airlines","SAT","Passenger Property Loss","Checked Baggage","Other",90.87,"Denied",0
"16279","2005030000000",2005,3,"05 00:00:00","Southwest Airlines","HOU","Passenger Property Loss","Checked Baggage","Luggage (all types including footlockers)",50,"Approved",50
"11225","2004120000000",2004,9,"12 00:00:00","America West","MSP","Property Damage","Checked Baggage","Luggage (all types including footlockers)",125,"Denied",0
"22417","2005070000000",2005,6,"14 00:00:00","Other","LAX","Property Damage","Checked Baggage","Luggage (all types including footlockers)",52.07,"Approved",52.07
"8286","2004080000000",2004,6,"07 00:00:00","Delta Air Lines","CVG","Passenger Property Loss","Checked Baggage","Other",20,"Denied",0
"8400","2004100000000",2004,8,"11 00:00:00","USAir","PIT","Passenger Property Loss","Checked Baggage","Other",317.67,"Approved",317.67
"24400","2005080000000",2005,8,"08 00:00:00","Northwest Airlines","OKC","Property Damage","Checked Baggage","Luggage (all types including footlockers)",100,"Settled",50
"5211","2004060000000",2004,5,"23 00:00:00","Southwest Airlines","TUS","Passenger Property Loss","Checkpoint","Other",1750,"Denied",0
"29196","2005120000000",2005,11,"09 00:00:00","Southwest Airlines","OAK","Passenger Property Loss","Checked Baggage","DVD/CD Players",215.42,"Approved",215.42
"23834","2005080000000",2005,7,"26 00:00:00","Northwest Airlines","ORF","Passenger Property Loss","Checked Baggage","Other",102.5,"Denied",0
"28685","2005120000000",2005,10,"20 00:00:00","Delta Air Lines","F","Passenger Property Loss","Checked Baggage","Jewelry - Fine",342.69,"Denied",0
"5338","2004070000000",2004,5,"24 00:00:00","American Airlines","ATL","Passenger Property Loss","Checkpoint","Cameras - Digital",506.36,"Denied",0
"13794","2005020000000",2004,12,"22 00:00:00","America West","PHX","Property Damage","Checked Baggage","Other",252,"Settled",126
"16401","2005030000000",2005,2,"19 00:00:00","American Airlines","LGA","Property Damage","Checked Baggage","Locks",99.75,"Settled",57.7
"1360","2004050000000",2004,2,"29 00:00:00","Delta Air Lines","MCO","Property Damage","Checked Baggage","Luggage (all types including footlockers)",100,"Denied",0
"5917","2004070000000",2004,5,"29 00:00:00","UAL","ORD","Property Damage","Checked Baggage","Locks",200,"Settled",100
"30476","2006010000000",2005,11,"23 00:00:00","Southwest Airlines","ISP","Property Damage","Checked Baggage","Luggage (all types including footlockers)",140,"Denied",0
"7256","2004070000000",2004,3,"03 00:00:00","America West","BWI","Passenger Property Loss","Checked Baggage","Computer - Laptop",1212.54,"Settled",250
"880","0305138M",2004,2,"21 00:00:00","Northwest Airlines","FSD","Property Damage","Checked Baggage","Other",10,"Approved",10
"28590","2005120000000",2005,11,"10 00:00:00","Other","ORD","Passenger Property Loss","Checkpoint","Currency",2200,"Approved",2200
"8727","2004100000000",2004,7,"26 00:00:00","Air Canada","LAX","Property Damage","Checked Baggage","Other",1413.85,"Denied",0
"2243","2004050000000",2004,3,"11 00:00:00","British Airways","PHL","Property Damage","Checked Baggage","Luggage (all types including footlockers)",69.99,"Denied",0
"21839","2005070000000",2005,5,"24 00:00:00","American Airlines","DAL","Property Damage","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",210.51,"Settled",50
"9103","2004100000000",2004,7,"07 00:00:00","USAir","PHL","Property Damage","Checked Baggage","Other",250.88,"Denied",0
"189","0130025M",2004,1,"10 00:00:00","Aloha Airlines","KOA","Passenger Property Loss","Checked Baggage","Computer - Laptop",2472.5,"Settled",794.86
"6312","2004070000000",2004,5,"18 00:00:00","Jet Blue","BUF","Property Damage","Checkpoint","Cameras - Digital",398.74,"Denied",0
"20702","2005060000000",2005,5,"19 00:00:00","Continental Airlines","ALB","Property Damage","Checked Baggage","Luggage (all types including footlockers)",110.99,"Denied",0
"23786","2005080000000",2005,8,"03 00:00:00","Alaska Airlines","DEN","Passenger Property Loss","Checked Baggage","Cosmetics - Perfume; toilet articles; medicines; soaps; etc.",90,"Settled",45
"18149","2005040000000",2005,3,"23 00:00:00","Delta Air Lines","RAP","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",49.03,"Denied",0
"1464","2004060000000",2004,2,"20 00:00:00","Delta Air Lines","FLL","Passenger Property Loss","Checked Baggage","Cameras - Digital",2500,"Denied",0
"24859","2005090000000",2005,6,"09 00:00:00","Northwest Airlines","CLE","Passenger Property Loss","Checked Baggage","Jewelry - Fine",2600,"Denied",0
"7800","2004090000000",2004,6,"06 00:00:00","Other","SJU","Property Damage","Checked Baggage","Other",544.91,"Settled",184.95
"24711","2005090000000",2005,8,"22 00:00:00","Delta Air Lines","LAS","Passenger Property Loss","Checked Baggage","Jewelry - Fine",680,"Denied",0
"19017","2005050000000",2005,1,"15 00:00:00","Air France","MIA","Property Damage","Checked Baggage","Other",248.95,"Approved",248.95
"6936","2004080000000",2004,6,"30 00:00:00","Northwest Airlines","DCA","Passenger Property Loss","Checked Baggage","Computer - Laptop",3166.33,"Settled",462.17
"6572","2004080000000",2004,6,"15 00:00:00","Northwest Airlines","CID","Passenger Property Loss","Checked Baggage","Jewelry - Fine",229,"Denied",0
"10303","2004110000000",2004,10,"03 00:00:00","USAir","PIT","Passenger Property Loss","Checkpoint","Jewelry - Fine",300,"Approved",300
"11845","2004120000000",2004,11,"14 00:00:00","Spirit Airlines","TPA","Passenger Property Loss","Checked Baggage","Other",25,"Approved",25
"22868","2005070000000",2005,7,"02 00:00:00","American Airlines","PHX","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",355,"Denied",0
"15301","2005030000000",2005,1,"18 00:00:00","Northwest Airlines","ANC","Passenger Property Loss","Checkpoint","Other",280,"Denied",0
"25563","2005090000000",2005,8,"15 00:00:00","American Airlines","FLL","Property Damage","Checkpoint","Other",49.51,"Approved",49.51
"16336","2005030000000",2005,1,"31 00:00:00","Northwest Airlines","STL","Property Damage","Checked Baggage","Luggage (all types including footlockers)",300,"Denied",0
"30777","2006010000000",2005,12,"18 00:00:00","American Airlines","MEM","Passenger Property Loss","Checked Baggage","Other",41.69,"Approved",41.69
"18951","2005050000000",2005,4,"19 00:00:00","Northwest Airlines","MSY","Property Damage","Checkpoint","Computer - Laptop",1380,"Denied",0
"3185","2004060000000",2004,4,"14 00:00:00","American Airlines","STT","Passenger Property Loss","Checked Baggage","Cameras - Digital",912.25,"Approved",912.25
"8078","2004090000000",2004,7,"25 00:00:00","Southwest Airlines","OAK","Passenger Property Loss","Checked Baggage","Currency",100,"Approved",100
"29891","2006010000000",2005,4,"25 00:00:00","Delta Air Lines","MCO","Passenger Property Loss","Checked Baggage","Other",32.99,"Denied",0
"1873","2004050000000",2004,2,"04 00:00:00","Northwest Airlines","MSP","Passenger Property Loss","Checked Baggage","Other",921.49,"Denied",0
"597","0219521M",2004,1,"31 00:00:00","Northwest Airlines","DTW","Property Damage","Checkpoint","Luggage (all types including footlockers)",100,"Settled",50
"7653","2004090000000",2004,7,"22 00:00:00","Delta Air Lines","CMH","Passenger Property Loss","Checkpoint","Clothing - Shoes; belts; accessories; etc.",325,"Denied",0
"29515","2005120000000",2005,12,"11 00:00:00","Delta Air Lines","LNY","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",200,"Denied",0
"20622","2005060000000",2005,4,"20 00:00:00","Northwest Airlines","MLI","Property Damage","Checkpoint","Other",59.99,"Approved",59.99
"25777","2005100000000",2005,8,"28 00:00:00","Alaska Airlines","LAX","Passenger Property Loss","Checked Baggage","Cameras - Digital",300,"Denied",0
"25771","2005100000000",2005,8,"31 00:00:00","Continental Airlines","HSV","Passenger Property Loss","Checked Baggage","Cameras - Digital",411.22,"Denied",0
"24041","2005080000000",2005,8,"10 00:00:00","UAL","ORD","Property Damage","Checked Baggage","Luggage (all types including footlockers)",30,"Denied",0
"11741","2005010000000",2004,10,"20 00:00:00","Northwest Airlines","MSY","Passenger Property Loss","Checked Baggage","Other",88,"Approved",88
"647","0223156M",2004,1,"27 00:00:00","America West","TPA","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",528,"Denied",0
"19298","2005050000000",2005,4,"19 00:00:00","UAL","TPA","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",234.44,"Settled",184.22
"11346","2004120000000",2004,8,"13 00:00:00","American Airlines","BOS","Passenger Property Loss","Checked Baggage","Cameras - Digital",340.8,"Denied",0
"24063","2005080000000",2005,7,"23 00:00:00","Delta Air Lines","ANC","Property Damage","Checked Baggage","Other",2030,"Settled",1827
"24732","2005090000000",2005,7,"23 00:00:00","Northwest Airlines","MSP","Passenger Property Loss","Checked Baggage","Cell Phones",89,"Denied",0
"4881","2004060000000",2004,5,"14 00:00:00","Aloha Airlines","LAS","Employee Loss (MPCECA)","Checked Baggage","Other",150,"Approved",150
"22269","2005070000000",2005,6,"25 00:00:00","USAir","DEN","Passenger Property Loss","Checked Baggage","Other",11.96,"Approved",11.96
"22879","2005070000000",2005,7,"02 00:00:00","Delta Air Lines","ATL","Passenger Property Loss","Checked Baggage","Cosmetics - Perfume; toilet articles; medicines; soaps; etc.",360,"Settled",90
"29367","2005120000000",2005,8,"19 00:00:00","Northwest Airlines","SGF","Property Damage","Checked Baggage","Other",30,"Approved",30
"21546","2005060000000",2005,4,"26 00:00:00","Delta Air Lines","JFK","Passenger Property Loss","Checked Baggage","Cameras - Digital",450,"Denied",0
"995","0310054M",2004,1,"24 00:00:00","Southwest Airlines","MCO","Property Damage","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",50,"Approved",50
"11906","2004120000000",2004,10,"25 00:00:00","USAir","CLT","Property Damage","Checked Baggage","Luggage (all types including footlockers)",85,"Approved",85
"31456","2006030000000",2005,12,"23 00:00:00","Northwest Airlines","BWI","Property Damage","Checked Baggage","Luggage (all types including footlockers)",40,"Denied",0
"30282","2006010000000",2005,12,"18 00:00:00","UAL","LAX","Passenger Property Loss","Checked Baggage","Jewelry - Fine",4974,"Settled",956.16
"31905","2006080000000",2004,8,"01 00:00:00","Northwest Airlines","MSP","Property Damage","Checked Baggage","Luggage (all types including footlockers)",100,"Denied",0
"8861","2004100000000",2004,8,"25 00:00:00","Northwest Airlines","LAX","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",232,"Denied",0
"26023","2005100000000",2005,9,"07 00:00:00","Northwest Airlines","DEN","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",40,"Approved",40
"14890","2005030000000",2005,1,"01 00:00:00","Southwest Airlines","SEA","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",80,"Approved",80
"16984","2005040000000",2005,3,"19 00:00:00","Delta Air Lines","SAN","Property Damage","Checked Baggage","Locks",33,"Approved",33
"6253","2004070000000",2004,6,"01 00:00:00","Continental Airlines","EWR","Passenger Property Loss","Checked Baggage","Cameras - Digital",360.38,"Settled",50
"7748","2004090000000",2004,7,"13 00:00:00","Delta Air Lines","PBI","Passenger Property Loss","Checked Baggage","Eyeglasses - (including contact lenses)",406,"Approved",406
"11020","2004120000000",2004,10,"23 00:00:00","UAL","RIC","Passenger Property Loss","Checked Baggage","Other",89.95,"Denied",0
"5243","2004060000000",2004,5,"29 00:00:00","American Airlines","BOS","Property Damage","Checkpoint","Cosmetics - Perfume; toilet articles; medicines; soaps; etc.",65,"Settled",32.5
"2733","2004060000000",2004,3,"06 00:00:00","Delta Air Lines","CVG","Property Damage","Checked Baggage","Luggage (all types including footlockers)",36.2,"Denied",0
"13869","2005010000000",2004,12,"18 00:00:00","Southwest Airlines","BWI","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",18.05,"Approved",18.05
"8581","2004100000000",2004,7,"27 00:00:00","Southwest Airlines","HOU","Property Damage","Checked Baggage","Other",29.1,"Approved",29.1
"361","0205237M",2004,1,"21 00:00:00","Jet Blue","OAK","Passenger Property Loss","Checked Baggage","Other",550,"Settled",275
"29098","2005120000000",2004,12,"23 00:00:00","Continental Airlines","IAH","Property Damage","Checked Baggage","Computer - Laptop",630,"Denied",0
"9143","2004100000000",2004,2,"23 00:00:00","American Airlines","JFK","Passenger Property Loss","Checked Baggage","Computer - Laptop",1999.99,"Settled",644.54
"25388","2005090000000",2005,9,"04 00:00:00","UAL","LAX","Passenger Property Loss","Checked Baggage","Jewelry - Fine",4833,"Denied",0
"6523","2004080000000",2004,5,"06 00:00:00","Southwest Airlines","LAX","Passenger Property Loss","Checked Baggage","Computer - Laptop",925,"Settled",324.04
"13404","2005010000000",2004,11,"02 00:00:00","USAir","F","Passenger Property Loss","Checked Baggage","Other",112,"Denied",0
"14503","2005020000000",2004,11,"20 00:00:00","Delta Air Lines","CHO","Property Damage","Checked Baggage","Luggage (all types including footlockers)",12.5,"Denied",0
"27158","2005100000000",2005,8,"14 00:00:00","American Airlines","PHX","Passenger Property Loss","Checked Baggage","Jewelry - Fine",360,"Denied",0
"4429","2004060000000",2004,4,"12 00:00:00","Southwest Airlines","BOI","Property Damage","Checked Baggage","Other",40,"Approved",40
"29130","2005120000000",2005,10,"22 00:00:00","American Airlines","MIA","Passenger Property Loss","Checked Baggage","Jewelry - Fine",7000,"Denied",0
"8972","2004090000000",2004,8,"30 00:00:00","Alaska Airlines","LMT","Passenger Property Loss","Checked Baggage","Cameras - Digital",500,"Settled",250
"6368","2004070000000",2004,5,"31 00:00:00","Air France","CVG","Property Damage","Checked Baggage","Luggage (all types including footlockers)",25,"Approved",25
"20519","2005060000000",2005,2,"26 00:00:00","American Airlines","MIA","Property Damage","Checked Baggage","Luggage (all types including footlockers)",350,"Denied",0
"29567","2005120000000",2005,12,"03 00:00:00","Continental Airlines","IAH","Passenger Property Loss","Checked Baggage","Cosmetics - Perfume; toilet articles; medicines; soaps; etc.",63.9,"Denied",0
"17359","2005040000000",2005,3,"13 00:00:00","America West","SAN","Property Damage","Checkpoint","Other",161.28,"Settled",129.02
"15555","2005030000000",2004,11,"27 00:00:00","Continental Airlines","BHM","Property Damage","Checkpoint","Cameras - Digital",189,"Denied",0
"14306","2005020000000",2005,1,"16 00:00:00","Northwest Airlines","DEN","Property Damage","Checked Baggage","Other",17.6,"Approved",17.6
"21998","2005070000000",2005,5,"18 00:00:00","Southwest Airlines","SEA","Passenger Property Loss","Checked Baggage","Other",35,"Approved",35
"2001","2004050000000",2004,3,"14 00:00:00","UAL","LAX","Property Damage","Checked Baggage","Computer - Laptop",2297,"Denied",2297
"26368","2005100000000",2005,9,"24 00:00:00","Other","SYR","Property Damage","Checked Baggage","Luggage (all types including footlockers)",136.2,"Denied",0
"31295","2006020000000",2005,11,"05 00:00:00","Southwest Airlines","SAN","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",260,"Settled",179.85
"25647","2005090000000",2005,9,"08 00:00:00","Delta Air Lines","LIT","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",29.03,"Denied",0
"28185","2005110000000",2005,10,"28 00:00:00","Northwest Airlines","ALB","Passenger Property Loss","Checked Baggage","Cameras - Digital",179,"Denied",0
"18944","2005050000000",2005,4,"04 00:00:00","Southwest Airlines","MCO","Passenger Property Loss","Checked Baggage","Jewelry - Fine",595,"Denied",0
"13458","2005010000000",2004,11,"11 00:00:00","UAL","PSP","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",389.93,"Settled",194.97
"6437","2004070000000",2004,7,"04 00:00:00","Delta Air Lines","LGA","Passenger Property Loss","Checked Baggage","Jewelry - Fine",7000,"Denied",0
"26032","2005100000000",2005,8,"31 00:00:00","Southwest Airlines","PVD","Passenger Property Loss","Checkpoint","Other",607.58,"Approved",607.58
"10208","2004110000000",2004,9,"28 00:00:00","Delta Air Lines","FLL","Property Damage","Checked Baggage","Locks",10,"Denied",10
"3668","2004060000000",2004,4,"17 00:00:00","Alaska Airlines","SEA","Passenger Property Loss","Checked Baggage","Other",3180.09,"Denied",0
"21713","2005070000000",2005,6,"13 00:00:00","Continental Airlines","LAS","Property Damage","Checked Baggage","Cameras - Digital",439.95,"Denied",0
"26935","2005100000000",2005,10,"01 00:00:00","Continental Airlines","IAH","Passenger Property Loss","Checked Baggage","Locks",20,"Approved",20
"27413","2005110000000",2005,10,"09 00:00:00","Other","BLI","Passenger Property Loss","Checked Baggage","Locks",14.74,"Denied",0
"30272","2006010000000",2005,12,"24 00:00:00","American Airlines","MIA","Passenger Property Loss","Checked Baggage","Other",465,"Denied",0
"2061","2004050000000",2004,4,"08 00:00:00","American Airlines","LGA","Passenger Property Loss","Checkpoint","Currency",5000,"Denied",0
"16635","2005030000000",2005,3,"08 00:00:00","Alaska Airlines","SEA","Passenger Property Loss","Checked Baggage","Other",99.98,"Denied",0
"11706","2004120000000",2004,9,"11 00:00:00","Continental Airlines","HOU","Property Damage","Checked Baggage","Luggage (all types including footlockers)",45,"Approved",45
"18298","2005040000000",2005,3,"19 00:00:00","American Airlines","IND","Passenger Property Loss","Checked Baggage","Luggage (all types including footlockers)",200,"Denied",0
"13059","2005010000000",2004,12,"06 00:00:00","American Airlines","DCA","Passenger Property Loss","Checkpoint","Currency",1477,"Settled",420
"19123","2005050000000",2005,4,"29 00:00:00","British Airways","IAH","Property Damage","Checked Baggage","Luggage (all types including footlockers)",80,"Denied",0
"19782","2005050000000",2005,3,"03 00:00:00","USAir","JHW","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",75,"Settled",37.5
"8718","2004100000000",2004,5,"26 00:00:00","UAL","IAD","Property Damage","Checked Baggage","Locks",27.5,"Denied",0
"3651","2004060000000",2004,3,"04 00:00:00","Continental Airlines","TPA","Passenger Property Loss","Checked Baggage","Jewelry - Fine",1000,"Denied",0
"29019","2005120000000",2005,11,"17 00:00:00","Alaska Airlines","PDX","Property Damage","Checkpoint","Computer - Laptop",718,"Denied",0
"3522","2004050000000",2004,4,"04 00:00:00","America West","FLL","Passenger Property Loss","Checked Baggage","Cameras - Digital",376,"Settled",188
"567","0219517M",2004,2,"06 00:00:00","Jet Blue","FLL","Property Damage","Checked Baggage","Luggage (all types including footlockers)",144.99,"Denied",0
"27430","2005110000000",2005,9,"30 00:00:00","USAir","PHL","Property Damage","Checked Baggage","Locks",250,"Denied",0
"32006","2007030000000",2005,11,"03 00:00:00","UAL","ORD","Property Damage","Checked Baggage","Other",500,"Denied",0
"18323","2005040000000",2005,4,"03 00:00:00","Southwest Airlines","SJC","Property Damage","Checkpoint","Computer - Laptop",75,"Approved",75
"11886","2004110000000",2004,7,"24 00:00:00","AirTran Airlines","DFW","Passenger Property Loss","Checked Baggage","Other",263.36,"Approved",263.36
"21050","2005060000000",2005,6,"07 00:00:00","Continental Airlines","EWR","Passenger Property Loss","Checked Baggage","Cameras - Digital",325.36,"Denied",0
"2879","2004060000000",2004,3,"27 00:00:00","Delta Air Lines","LNK","Property Damage","Checked Baggage","Luggage (all types including footlockers)",320,"Settled",160
"7641","2004090000000",2004,7,"03 00:00:00","American Airlines","SHV","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",70,"Approved",70
"6419","2004080000000",2004,6,"30 00:00:00","UAL","LAX","Passenger Theft","Checked Baggage","Other",57.75,"Approved",57.75
"21304","2005060000000",2005,6,"11 00:00:00","American West","PHX","Passenger Property Loss","Checked Baggage","Locks",6.95,"Approved",6.95
"30220","2006010000000",2005,12,"28 00:00:00","Air Canada","F","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",310.21,"Denied",0
"4578","2004060000000",2004,5,"04 00:00:00","Southwest Airlines","PHX","Passenger Property Loss","Checked Baggage","Locks",9.93,"Denied",0
"23824","2005080000000",2005,5,"29 00:00:00","American Airlines","BDL","Passenger Property Loss","Checked Baggage","Luggage (all types including footlockers)",19.85,"Denied",0
"17852","2005040000000",2005,1,"07 00:00:00","Spirit Airlines","MIA","Passenger Property Loss","Checked Baggage","Jewelry - Fine",1545,"Denied",0
"5515","2004070000000",2004,5,"28 00:00:00","Northwest Airlines","DFW","Property Damage","Checkpoint","Computer - Laptop",939,"Denied",0
"31898","2006080000000",2005,8,"25 00:00:00","UAL","SEA","Passenger Property Loss","Checked Baggage","Other",769.62,"Denied",0
"24992","2005090000000",2005,8,"24 00:00:00","Northwest Airlines","MSP","Property Damage","Checkpoint","Computer - Laptop",1054.13,"Approved",1054.13
"29079","2005120000000",2005,10,"06 00:00:00","Southwest Airlines","SAT","Property Damage","Checked Baggage","Other",38.65,"Approved",38.65
"27733","2005110000000",2005,10,"07 00:00:00","Southwest Airlines","OMA","Property Damage","Checkpoint","Jewelry - Fine",28.9,"Approved",28.9
"7426","2004090000000",2004,8,"11 00:00:00","American Airlines","LGA","Passenger Theft","Checked Baggage","Computer - Laptop",1913,"Settled",791.8
"29084","2005120000000",2005,11,"26 00:00:00","Southwest Airlines","PHX","Passenger Property Loss","Checkpoint","Jewelry - Fine",20,"Denied",0
"22469","2005070000000",2005,7,"02 00:00:00","American Airlines","OAK","Passenger Property Loss","Checked Baggage","Cameras - Digital",4500,"Denied",0
"11992","2004120000000",2004,10,"21 00:00:00","USAir","PIT","Property Damage","Checked Baggage","Luggage (all types including footlockers)",85,"Settled",42.5
"1043","2004050000000",2004,2,"19 00:00:00","Alaska Airlines","SJC","Passenger Property Loss","Checked Baggage","Other",104.9,"Approved",104.9
"8762","2004100000000",2004,7,"31 00:00:00","UAL","LAX","Passenger Property Loss","Checked Baggage","Eyeglasses - (including contact lenses)",535,"Settled",260
"15155","2005030000000",2005,1,"02 00:00:00","UAL","ORD","Property Damage","Checked Baggage","Luggage (all types including footlockers)",110,"Denied",0
"23120","2005080000000",2005,7,"15 00:00:00","Continental Airlines","SAN","Passenger Property Loss","Checked Baggage","Locks",20,"Approved",20
"727","0226302M",2004,2,"06 00:00:00","Southwest Airlines","ELP","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",22.5,"Approved",22.5
"17026","2005040000000",2005,3,"13 00:00:00","Virgin Atlantic","MIA","Passenger Property Loss","Checked Baggage","Jewelry - Fine",899.99,"Approved",899.99
"15355","2005030000000",2005,2,"05 00:00:00","Southwest Airlines","FLL","Property Damage","Checked Baggage","Locks",10.7,"Denied",0
"23724","2005080000000",2005,7,"09 00:00:00","USAir","RSW","Property Damage","Checked Baggage","Cosmetics - Perfume; toilet articles; medicines; soaps; etc.",105.99,"Denied",0
"14825","2005030000000",2005,1,"24 00:00:00","Northwest Airlines","DTW","Passenger Property Loss","Checked Baggage","Cosmetics - Perfume; toilet articles; medicines; soaps; etc.",87.79,"Settled",43.89
"25261","2005090000000",2005,9,"05 00:00:00","ATA Aerocondor","IND","Passenger Property Loss","Checkpoint","Other",270.3,"Approved",270.3
"15546","2005030000000",2004,12,"07 00:00:00","UAL","PHL","Passenger Property Loss","Checked Baggage","Jewelry - Fine",85.99,"Approved",85.99
"6577","2004080000000",2004,5,"24 00:00:00","Southwest Airlines","MDW","Passenger Property Loss","Checked Baggage","Other",260,"Settled",130
"18887","2005050000000",2005,4,"12 00:00:00","Southwest Airlines","MCO","Passenger Property Loss","Checkpoint","Eyeglasses - (including contact lenses)",207.4,"Denied",0
